Proceso,Agno,Etapa,Factor_Planta
BLANCO,2039,2,0.789473684
BLANCO,2039,3,0.52065648
BLANCO,2039,4,0.347465887
BLANCO,2039,5,0.329654782
BLANCO,2039,6,0.289961014
BLANCO,2039,7,0.365968685
BLANCO,2039,8,0.309847199
BLANCO,2039,9,0.580409357
BLANCO,2039,10,0.692793812
BLANCO,2039,11,0.929824561
BLANCO,2039,12,0.929541596
BOQUIAMARGO,2039,1,0.195503421
BOQUIAMARGO,2039,2,0.135281385
BOQUIAMARGO,2039,3,0.073313783
BOQUIAMARGO,2039,4,0.202020202
BOQUIAMARGO,2039,5,0.757575758
BOQUIAMARGO,2039,6,0.808080808
BOQUIAMARGO,2039,7,0.708699902
BOQUIAMARGO,2039,8,0.513196481
BOQUIAMARGO,2039,9,0.833333333
BOQUIAMARGO,2039,10,0.879765396
BOQUIAMARGO,2039,11,0.909090909
BOQUIAMARGO,2039,12,0.89198436
BUREO,2039,1,0.146627566
BUREO,2039,2,0.121753247
BUREO,2039,3,0.097751711
BUREO,2039,4,0.23989899
BUREO,2039,5,0.98973607
BUREO,2039,6,0.997474747
BUREO,2039,7,0.98973607
BUREO,2039,8,0.598729228
BUREO,2039,9,0.845959596
BUREO,2039,10,0.623167155
BUREO,2039,11,0.555555556
BUREO,2039,12,0.439882698
CALIBORO,2039,1,0.886101155
CALIBORO,2039,2,0.881834215
CALIBORO,2039,3,0.886101155
CALIBORO,2039,4,0.884773663
CALIBORO,2039,5,0.886101155
CALIBORO,2039,6,0.884773663
CALIBORO,2039,7,0.886101155
CALIBORO,2039,8,0.886101155
CALIBORO,2039,9,0.884773663
CALIBORO,2039,10,0.886101155
CALIBORO,2039,11,0.884773663
CALIBORO,2039,12,0.886101155
CALLAO,2039,1,0.195503421
CALLAO,2039,2,0.135281385
CALLAO,2039,3,0.154773542
CALLAO,2039,4,0.260942761
CALLAO,2039,5,0.708699902
CALLAO,2039,6,0.345117845
CALLAO,2039,7,0.448028674
CALLAO,2039,8,0.476539589
CALLAO,2039,9,0.471380471
CALLAO,2039,10,0.391006843
CALLAO,2039,11,0.378787879
CALLAO,2039,12,0.268817204
CANUTILLAR,2039,1,0.633742087
CANUTILLAR,2039,2,0.396941973
CANUTILLAR,2039,3,0.685389106
CANUTILLAR,2039,4,0.669800235
CANUTILLAR,2039,5,0.940070505
CANUTILLAR,2039,6,0.572610654
CANUTILLAR,2039,7,0.122641927
CANUTILLAR,2039,8,0.885817444
CANUTILLAR,2039,9,0.076870349
CANUTILLAR,2039,10,0.911246099
CANUTILLAR,2039,11,0.815217391
CANUTILLAR,2039,12,0.812769291
CAPULLO,2039,1,0.383064516
CAPULLO,2039,2,0.424107143
CAPULLO,2039,3,0.268817204
CAPULLO,2039,4,0.381944444
CAPULLO,2039,5,0.414426523
CAPULLO,2039,6,0.740740741
CAPULLO,2039,7,0.7515681
CAPULLO,2039,8,0.716845878
CAPULLO,2039,9,0.729166667
CAPULLO,2039,10,0.582437276
CAPULLO,2039,11,0.277777778
CAPULLO,2039,12,0.526433692
CARENA,2039,1,0.907258065
CARENA,2039,2,0.897321429
CARENA,2039,3,0.873655914
CARENA,2039,4,0.801388889
CARENA,2039,5,0.862903226
CARENA,2039,6,0.831944444
CARENA,2039,7,0.838709677
CARENA,2039,8,0.341397849
CARENA,2039,9,0.941666667
CARENA,2039,10,0.787634409
CARENA,2039,11,0.808333333
CARENA,2039,12,0.793010753
CARILAFQUEN,2039,1,0.631313131
CARILAFQUEN,2039,2,0.497534873
CARILAFQUEN,2039,3,0.374714891
CARILAFQUEN,2039,4,0.51627385
CARILAFQUEN,2039,5,0.971407625
CARILAFQUEN,2039,6,0.786335578
CARILAFQUEN,2039,7,0.879765396
CARILAFQUEN,2039,8,0.61502118
CARILAFQUEN,2039,9,0.802469136
CARILAFQUEN,2039,10,0.73313783
CARILAFQUEN,2039,11,0.778619529
CARILAFQUEN,2039,12,0.971407625
CAVANCHA,2039,1,0.692721257
CAVANCHA,2039,2,0.686813187
CAVANCHA,2039,3,0.692721257
CAVANCHA,2039,4,0.694444444
CAVANCHA,2039,5,0.692721257
CAVANCHA,2039,6,0.694444444
CAVANCHA,2039,7,0.692721257
CAVANCHA,2039,8,0.692721257
CAVANCHA,2039,9,0.694444444
CAVANCHA,2039,10,0.692721257
CAVANCHA,2039,11,0.694444444
CAVANCHA,2039,12,0.692721257
CHACABUQUITO,2039,1,0.999958161
CHACABUQUITO,2039,2,0.898647397
CHACABUQUITO,2039,3,0.720681143
CHACABUQUITO,2039,4,0.497189797
CHACABUQUITO,2039,5,0.496841136
CHACABUQUITO,2039,6,0.527453524
CHACABUQUITO,2039,7,0.683025815
CHACABUQUITO,2039,8,0.597255345
CHACABUQUITO,2039,9,0.795503675
CHACABUQUITO,2039,10,0.948705075
CHACABUQUITO,2039,11,0.999243407
CHACABUQUITO,2039,12,0.999958161
CHACAYES,2039,1,0.999763233
CHACAYES,2039,2,0.999789013
CHACAYES,2039,3,0.851061987
CHACAYES,2039,4,0.531089629
CHACAYES,2039,5,0.464871857
CHACAYES,2039,6,0.556202013
CHACAYES,2039,7,0.653274892
CHACAYES,2039,8,0.470646663
CHACAYES,2039,9,0.563163862
CHACAYES,2039,10,0.640161271
CHACAYES,2039,11,0.999646935
CHACAYES,2039,12,0.999763233
CHANLEUFU,2039,1,0.296489564
CHANLEUFU,2039,2,0.210084034
CHANLEUFU,2039,3,0.545540797
CHANLEUFU,2039,4,0.992647059
CHANLEUFU,2039,5,1.004111322
CHANLEUFU,2039,6,1.004901961
CHANLEUFU,2039,7,1.004111322
CHANLEUFU,2039,8,1.004111322
CHANLEUFU,2039,9,1.004901961
CHANLEUFU,2039,10,1.004111322
CHANLEUFU,2039,11,0.612745098
CHANLEUFU,2039,12,1.004111322
CHAPIQUINA,2039,1,0.395007529
CHAPIQUINA,2039,2,0.396238377
CHAPIQUINA,2039,3,0.395007529
CHAPIQUINA,2039,4,0.394477318
CHAPIQUINA,2039,5,0.395007529
CHAPIQUINA,2039,6,0.394477318
CHAPIQUINA,2039,7,0.395007529
CHAPIQUINA,2039,8,0.395007529
CHAPIQUINA,2039,9,0.394477318
CHAPIQUINA,2039,10,0.395007529
CHAPIQUINA,2039,11,0.394477318
CHAPIQUINA,2039,12,0.395007529
CHIBURGO,2039,1,0.999750582
CHIBURGO,2039,2,0.989506627
CHIBURGO,2039,3,0.680356945
CHIBURGO,2039,4,0.458190149
CHIBURGO,2039,5,0.239025607
CHIBURGO,2039,6,0.399484536
CHIBURGO,2039,7,0.239025607
CHIBURGO,2039,8,0.239025607
CHIBURGO,2039,9,0.359392898
CHIBURGO,2039,10,0.831393415
CHIBURGO,2039,11,1.000859107
CHIBURGO,2039,12,0.999750582
CIPRESES,2039,1,0.126856119
CIPRESES,2039,2,0.678429705
CIPRESES,2039,3,0.587557604
CIPRESES,2039,4,0.514550265
CIPRESES,2039,5,0.982078853
CIPRESES,2039,6,0.766798942
CIPRESES,2039,7,0.977086534
CIPRESES,2039,8,0.73937532
CIPRESES,2039,9,0.807010582
CIPRESES,2039,10,0.94546851
CIPRESES,2039,11,0.930291005
CIPRESES,2039,12,0.944828469
CIPRESILLOS,2039,1,0.875149343
CIPRESILLOS,2039,2,0.873015873
CIPRESILLOS,2039,3,0.791517324
CIPRESILLOS,2039,4,0.520061728
CIPRESILLOS,2039,5,0.461469534
CIPRESILLOS,2039,6,0.856481481
CIPRESILLOS,2039,7,0.776583035
CIPRESILLOS,2039,8,0.640681004
CIPRESILLOS,2039,9,0.884259259
CIPRESILLOS,2039,10,0.872162485
CIPRESILLOS,2039,11,0.952160494
CIPRESILLOS,2039,12,0.588410992
COLBUN,2039,1,0.381373379
COLBUN,2039,2,0.312695374
COLBUN,2039,3,0.411519729
COLBUN,2039,4,0.517323122
COLBUN,2039,5,0.548457683
COLBUN,2039,6,0.839107707
COLBUN,2039,7,1.000005882
COLBUN,2039,8,0.857950401
COLBUN,2039,9,0.712831267
COLBUN,2039,10,1.000005882
COLBUN,2039,11,1
COLBUN,2039,12,0.942624879
COLLIL,2039,1,0.353302611
COLLIL,2039,2,0.197704082
COLLIL,2039,3,0.291858679
COLLIL,2039,4,0.476190476
COLLIL,2039,5,0.998463902
COLLIL,2039,6,0.811507937
COLLIL,2039,7,0.998463902
COLLIL,2039,8,0.998463902
COLLIL,2039,9,1
COLLIL,2039,10,0.894777266
COLLIL,2039,11,0.511904762
COLLIL,2039,12,0.998463902
CONTRA,2039,1,0.936787227
CONTRA,2039,2,0.946969697
CONTRA,2039,3,0.936787227
CONTRA,2039,4,0.925925926
CONTRA,2039,5,0.570218312
CONTRA,2039,6,0.294612795
CONTRA,2039,7,0.651678071
CONTRA,2039,8,0.855327468
CONTRA,2039,9,0.925925926
CONTRA,2039,10,0.936787227
CONTRA,2039,11,0.925925926
CONTRA,2039,12,0.936787227
CONVENTO_VIEJO,2039,1,0.633400538
CONVENTO_VIEJO,2039,2,0.318080357
CONVENTO_VIEJO,2039,3,0.316700269
CONVENTO_VIEJO,2039,4,0.317708333
CONVENTO_VIEJO,2039,5,0.999663978
CONVENTO_VIEJO,2039,6,1
CONVENTO_VIEJO,2039,7,0.999663978
CONVENTO_VIEJO,2039,8,0.999663978
CONVENTO_VIEJO,2039,9,0.317708333
CONVENTO_VIEJO,2039,10,0.633400538
CONVENTO_VIEJO,2039,11,0.633680556
CONVENTO_VIEJO,2039,12,0.633400538
COYA,2039,1,0.983422939
COYA,2039,2,0.999503968
COYA,2039,3,1.001344086
COYA,2039,4,1
COYA,2039,5,1.001344086
COYA,2039,6,1
COYA,2039,7,0.983422939
COYA,2039,8,1.001344086
COYA,2039,9,1
COYA,2039,10,1.001344086
COYA,2039,11,0.53587963
COYA,2039,12,1.001344086
CUMBRES,2039,1,0.990474129
CUMBRES,2039,2,0.990731863
CUMBRES,2039,3,0.990474129
CUMBRES,2039,4,0.990865026
CUMBRES,2039,5,0.555675832
CUMBRES,2039,6,0.307606264
CUMBRES,2039,7,0.665728513
CUMBRES,2039,8,0.83531789
CUMBRES,2039,9,0.990865026
CUMBRES,2039,10,0.990474129
CUMBRES,2039,11,0.990865026
CUMBRES,2039,12,0.990474129
CUMPEO,2039,1,0.518033154
CUMPEO,2039,2,0.353939319
CUMPEO,2039,3,0.298685783
CUMPEO,2039,4,0.347222222
CUMPEO,2039,5,0.919392174
CUMPEO,2039,6,0.925925926
CUMPEO,2039,7,0.893723865
CUMPEO,2039,8,0.522700119
CUMPEO,2039,9,0.737847222
CUMPEO,2039,10,0.826052867
CUMPEO,2039,11,0.925925926
CUMPEO,2039,12,0.919392174
CURILEUFU,2039,1,0.91227558
CURILEUFU,2039,2,0.942684766
CURILEUFU,2039,3,0.91227558
CURILEUFU,2039,4,0.879839115
CURILEUFU,2039,5,0.486546976
CURILEUFU,2039,6,0.377073906
CURILEUFU,2039,7,0.60818372
CURILEUFU,2039,8,0.851457208
CURILEUFU,2039,9,0.879839115
CURILEUFU,2039,10,0.91227558
CURILEUFU,2039,11,0.879839115
CURILEUFU,2039,12,0.91227558
CURILLINQUE,2039,1,0.768600915
CURILLINQUE,2039,2,0.98915572
CURILLINQUE,2039,3,0.934217031
CURILLINQUE,2039,4,0.388729246
CURILLINQUE,2039,5,0.988907428
CURILLINQUE,2039,6,0.988825032
CURILLINQUE,2039,7,0.709739216
CURILLINQUE,2039,8,0.595569151
CURILLINQUE,2039,9,0.713920817
CURILLINQUE,2039,10,0.962798171
CURILLINQUE,2039,11,0.988825032
CURILLINQUE,2039,12,0.988907428
DON_WALTERIO,2039,1,0.355385457
DON_WALTERIO,2039,2,0.242130751
DON_WALTERIO,2039,3,0.232367414
DON_WALTERIO,2039,4,0.437853107
DON_WALTERIO,2039,5,0.997813013
DON_WALTERIO,2039,6,1.002824859
DON_WALTERIO,2039,7,0.997813013
DON_WALTERIO,2039,8,0.920357208
DON_WALTERIO,2039,9,1.002824859
DON_WALTERIO,2039,10,0.847457627
DON_WALTERIO,2039,11,0.484934087
DON_WALTERIO,2039,12,0.997813013
DONA_HILDA,2039,1,0.448028674
DONA_HILDA,2039,2,0.496031746
DONA_HILDA,2039,3,0.448028674
DONA_HILDA,2039,4,0.462962963
DONA_HILDA,2039,5,0.448028674
DONA_HILDA,2039,6,0.740740741
DONA_HILDA,2039,7,0.448028674
DONA_HILDA,2039,8,0.627240143
DONA_HILDA,2039,9,0.648148148
DONA_HILDA,2039,10,0.627240143
DONA_HILDA,2039,11,0.462962963
DONA_HILDA,2039,12,0.448028674
DONGO,2039,1,0.376344086
DONGO,2039,2,0.3125
DONGO,2039,3,0.300179211
DONGO,2039,4,0.541666667
DONGO,2039,5,0.999103943
DONGO,2039,6,0.909722222
DONGO,2039,7,0.999103943
DONGO,2039,8,0.999103943
DONGO,2039,9,1
DONGO,2039,10,0.999103943
DONGO,2039,11,0.578703704
DONGO,2039,12,0.999103943
DONGUIL,2039,1,0.967741935
DONGUIL,2039,2,1.011904762
DONGUIL,2039,3,0.967741935
DONGUIL,2039,4,1
DONGUIL,2039,5,0.967741935
DONGUIL,2039,6,1
DONGUIL,2039,7,0.967741935
DONGUIL,2039,8,0.967741935
DONGUIL,2039,9,1
DONGUIL,2039,10,0.967741935
DONGUIL,2039,11,1
DONGUIL,2039,12,0.967741935
DOS_VALLES,2039,1,0.974462366
DOS_VALLES,2039,2,1.004464286
DOS_VALLES,2039,3,0.974462366
DOS_VALLES,2039,4,1.006944444
DOS_VALLES,2039,5,0.974462366
DOS_VALLES,2039,6,0.729166667
DOS_VALLES,2039,7,0.974462366
DOS_VALLES,2039,8,0.940860215
DOS_VALLES,2039,9,1.006944444
DOS_VALLES,2039,10,0.974462366
DOS_VALLES,2039,11,1.006944444
DOS_VALLES,2039,12,0.974462366
DOSAL,2039,1,1.045400239
DOSAL,2039,2,0.992063492
DOSAL,2039,3,0.696933493
DOSAL,2039,4,0.514403292
DOSAL,2039,5,0.348466746
DOSAL,2039,6,0.308641975
DOSAL,2039,7,0.298685783
DOSAL,2039,8,0.049780964
DOSAL,2039,9,0.102880658
DOSAL,2039,10,0.298685783
DOSAL,2039,11,0.874485597
DOSAL,2039,12,1.045400239
EL_AGRIO,2039,1,0.310585615
EL_AGRIO,2039,2,0.278647315
EL_AGRIO,2039,3,0.299875766
EL_AGRIO,2039,4,0.298804781
EL_AGRIO,2039,5,0.696140171
EL_AGRIO,2039,6,0.647410359
EL_AGRIO,2039,7,0.867497751
EL_AGRIO,2039,8,0.52478259
EL_AGRIO,2039,9,0.514608234
EL_AGRIO,2039,10,0.332005312
EL_AGRIO,2039,11,0.26560425
EL_AGRIO,2039,12,0.626526153
EL_ARRAYAN,2039,1,0.268817204
EL_ARRAYAN,2039,2,0.198412698
EL_ARRAYAN,2039,3,0.17921147
EL_ARRAYAN,2039,4,0.555555556
EL_ARRAYAN,2039,5,0.896057348
EL_ARRAYAN,2039,6,0.925925926
EL_ARRAYAN,2039,7,0.896057348
EL_ARRAYAN,2039,8,0.896057348
EL_ARRAYAN,2039,9,0.925925926
EL_ARRAYAN,2039,10,0.896057348
EL_ARRAYAN,2039,11,0.555555556
EL_ARRAYAN,2039,12,0.896057348
EL_BRINCO,2039,1,0.940860215
EL_BRINCO,2039,2,1.041666667
EL_BRINCO,2039,3,0.940860215
EL_BRINCO,2039,4,0.972222222
EL_BRINCO,2039,5,0.940860215
EL_BRINCO,2039,6,0.208333333
EL_BRINCO,2039,7,0.940860215
EL_BRINCO,2039,8,0.940860215
EL_BRINCO,2039,9,0.972222222
EL_BRINCO,2039,10,0.940860215
EL_BRINCO,2039,11,0.972222222
EL_BRINCO,2039,12,0.940860215
EL_CANELO,2039,1,0.318336163
EL_CANELO,2039,2,0.313283208
EL_CANELO,2039,3,0.31170416
EL_CANELO,2039,4,0.424890351
EL_CANELO,2039,5,0.826789757
EL_CANELO,2039,6,0.815515351
EL_CANELO,2039,7,0.879845784
EL_CANELO,2039,8,0.658779004
EL_CANELO,2039,9,0.625913743
EL_CANELO,2039,10,0.411184211
EL_CANELO,2039,11,0.388340643
EL_CANELO,2039,12,0.464240238
EL_COLORADO,2039,1,0.463709677
EL_COLORADO,2039,2,0.595238095
EL_COLORADO,2039,3,0.954301075
EL_COLORADO,2039,4,0.854166667
EL_COLORADO,2039,5,1.008064516
EL_COLORADO,2039,6,1
EL_COLORADO,2039,7,0.846774194
EL_COLORADO,2039,8,1.008064516
EL_COLORADO,2039,9,0.777777778
EL_COLORADO,2039,10,0.504032258
EL_COLORADO,2039,11,0.520833333
EL_COLORADO,2039,12,0.302419355
EL_DIUTO,2039,1,1.00082713
EL_DIUTO,2039,2,1.002747253
EL_DIUTO,2039,3,1.00082713
EL_DIUTO,2039,4,1
EL_DIUTO,2039,5,1.00082713
EL_DIUTO,2039,6,1
EL_DIUTO,2039,7,1.00082713
EL_DIUTO,2039,8,1.00082713
EL_DIUTO,2039,9,1
EL_DIUTO,2039,10,1.00082713
EL_DIUTO,2039,11,1
EL_DIUTO,2039,12,1.00082713
EL_GALPON,2039,1,0.961538462
EL_GALPON,2039,2,0.938644689
EL_GALPON,2039,3,0.961538462
EL_GALPON,2039,4,0.950854701
EL_GALPON,2039,5,0.961538462
EL_GALPON,2039,6,0.961538462
EL_GALPON,2039,7,0.961538462
EL_GALPON,2039,8,0.961538462
EL_GALPON,2039,9,0.950854701
EL_GALPON,2039,10,0.961538462
EL_GALPON,2039,11,0.961538462
EL_GALPON,2039,12,0.961538462
EL_LLANO,2039,1,0.793010753
EL_LLANO,2039,2,0.669642857
EL_LLANO,2039,3,0.483870968
EL_LLANO,2039,4,0.388888889
EL_LLANO,2039,5,0.430107527
EL_LLANO,2039,6,0.541666667
EL_LLANO,2039,7,0.591397849
EL_LLANO,2039,8,0.483870968
EL_LLANO,2039,9,0.625
EL_LLANO,2039,10,0.745967742
EL_LLANO,2039,11,0.930555556
EL_LLANO,2039,12,0.927419355
EL_MANZANO,2039,1,0.615231127
EL_MANZANO,2039,2,0.533873343
EL_MANZANO,2039,3,0.484979492
EL_MANZANO,2039,4,0.647193585
EL_MANZANO,2039,5,1.014299967
EL_MANZANO,2039,6,1.008018328
EL_MANZANO,2039,7,1.014299967
EL_MANZANO,2039,8,1.014299967
EL_MANZANO,2039,9,1.008018328
EL_MANZANO,2039,10,1.014299967
EL_MANZANO,2039,11,1.008018328
EL_MANZANO,2039,12,1.014299967
EL_MIRADOR,2039,1,0.107526882
EL_MIRADOR,2039,2,0.069444444
EL_MIRADOR,2039,3,0.098566308
EL_MIRADOR,2039,4,0.226851852
EL_MIRADOR,2039,5,0.981182796
EL_MIRADOR,2039,6,0.986111111
EL_MIRADOR,2039,7,0.981182796
EL_MIRADOR,2039,8,0.766129032
EL_MIRADOR,2039,9,0.935185185
EL_MIRADOR,2039,10,0.676523297
EL_MIRADOR,2039,11,0.638888889
EL_MIRADOR,2039,12,0.681003584
EL_PASO,2039,1,1
EL_PASO,2039,2,1
EL_PASO,2039,3,0.666666667
EL_PASO,2039,4,0.479398148
EL_PASO,2039,5,0.339157706
EL_PASO,2039,6,0.248148148
EL_PASO,2039,7,0.26344086
EL_PASO,2039,8,0.139784946
EL_PASO,2039,9,0.172222222
EL_PASO,2039,10,0.290098566
EL_PASO,2039,11,0.896759259
EL_PASO,2039,12,1
EL_PINAR,2039,1,0
EL_PINAR,2039,2,0
EL_PINAR,2039,3,0
EL_PINAR,2039,4,1.001461988
EL_PINAR,2039,5,0.999811356
EL_PINAR,2039,6,1.001461988
EL_PINAR,2039,7,0.999811356
EL_PINAR,2039,8,0.999811356
EL_PINAR,2039,9,1.001461988
EL_PINAR,2039,10,0.886625165
EL_PINAR,2039,11,1.001461988
EL_PINAR,2039,12,0.999811356
EL_RINCON,2039,1,0.940860215
EL_RINCON,2039,2,0.843253968
EL_RINCON,2039,3,0.940860215
EL_RINCON,2039,4,0.972222222
EL_RINCON,2039,5,0.940860215
EL_RINCON,2039,6,0.972222222
EL_RINCON,2039,7,0.940860215
EL_RINCON,2039,8,0.940860215
EL_RINCON,2039,9,0.972222222
EL_RINCON,2039,10,0.940860215
EL_RINCON,2039,11,0.972222222
EL_RINCON,2039,12,0.940860215
EL_TARTARO,2039,1,0
EL_TARTARO,2039,2,0
EL_TARTARO,2039,3,0
EL_TARTARO,2039,4,0
EL_TARTARO,2039,5,0.129239041
EL_TARTARO,2039,6,0.133547009
EL_TARTARO,2039,7,0.129239041
EL_TARTARO,2039,8,0.129239041
EL_TARTARO,2039,9,0.801282051
EL_TARTARO,2039,10,0.387717122
EL_TARTARO,2039,11,0.801282051
EL_TARTARO,2039,12,0.775434243
EL_TORO_N2,2039,1,0.708699902
EL_TORO_N2,2039,2,0.730519481
EL_TORO_N2,2039,3,0.708699902
EL_TORO_N2,2039,4,0.732323232
EL_TORO_N2,2039,5,0.708699902
EL_TORO_N2,2039,6,0.732323232
EL_TORO_N2,2039,7,0.708699902
EL_TORO_N2,2039,8,0.708699902
EL_TORO_N2,2039,9,0.732323232
EL_TORO_N2,2039,10,0.708699902
EL_TORO_N2,2039,11,0.732323232
EL_TORO_N2,2039,12,0.708699902
ELTORO,2039,1,0.658661888
ELTORO,2039,2,0.456812169
ELTORO,2039,3,0.602270012
ELTORO,2039,4,0.123117284
ELTORO,2039,5,0
ELTORO,2039,6,0
ELTORO,2039,7,0
ELTORO,2039,8,0.113201912
ELTORO,2039,9,0
ELTORO,2039,10,0
ELTORO,2039,11,0.150401235
ELTORO,2039,12,0.302777778
ENSENADA,2039,1,0
ENSENADA,2039,2,0
ENSENADA,2039,3,0
ENSENADA,2039,4,0
ENSENADA,2039,5,0
ENSENADA,2039,6,0
ENSENADA,2039,7,0
ENSENADA,2039,8,0
ENSENADA,2039,9,0
ENSENADA,2039,10,0
ENSENADA,2039,11,0
ENSENADA,2039,12,0
EYZAGUIRRE,2039,1,0.480030722
EYZAGUIRRE,2039,2,0.467687075
EYZAGUIRRE,2039,3,0.396825397
EYZAGUIRRE,2039,4,0.423280423
EYZAGUIRRE,2039,5,0.204813108
EYZAGUIRRE,2039,6,0.152116402
EYZAGUIRRE,2039,7,0
EYZAGUIRRE,2039,8,0
EYZAGUIRRE,2039,9,0.205026455
EYZAGUIRRE,2039,10,0.243215566
EYZAGUIRRE,2039,11,0.41005291
EYZAGUIRRE,2039,12,0.480030722
FLORIDA_1,2039,1,0.19265233
FLORIDA_1,2039,2,0
FLORIDA_1,2039,3,0
FLORIDA_1,2039,4,0
FLORIDA_1,2039,5,0.076164875
FLORIDA_1,2039,6,0.050925926
FLORIDA_1,2039,7,0.076164875
FLORIDA_1,2039,8,0
FLORIDA_1,2039,9,0.069444444
FLORIDA_1,2039,10,0.19265233
FLORIDA_1,2039,11,0.5
FLORIDA_1,2039,12,0.501792115
FLORIDA_2,2039,1,0.919354839
FLORIDA_2,2039,2,0.867559524
FLORIDA_2,2039,3,0.612903226
FLORIDA_2,2039,4,0.4375
FLORIDA_2,2039,5,0.537634409
FLORIDA_2,2039,6,0.776388889
FLORIDA_2,2039,7,0.849462366
FLORIDA_2,2039,8,0.758736559
FLORIDA_2,2039,9,0.885416667
FLORIDA_2,2039,10,0.923387097
FLORIDA_2,2039,11,0.938888889
FLORIDA_2,2039,12,0.939516129
FLORIDA_3,2039,1,0.978494624
FLORIDA_3,2039,2,0.964285714
FLORIDA_3,2039,3,0.978494624
FLORIDA_3,2039,4,0.938888889
FLORIDA_3,2039,5,0.774193548
FLORIDA_3,2039,6,0.938888889
FLORIDA_3,2039,7,0.978494624
FLORIDA_3,2039,8,0.978494624
FLORIDA_3,2039,9,0.938888889
FLORIDA_3,2039,10,0.978494624
FLORIDA_3,2039,11,0.938888889
FLORIDA_3,2039,12,0.978494624
GUAYACAN,2039,1,1.001344086
GUAYACAN,2039,2,0.999503968
GUAYACAN,2039,3,1.001344086
GUAYACAN,2039,4,0.900462963
GUAYACAN,2039,5,1.001344086
GUAYACAN,2039,6,1
GUAYACAN,2039,7,1.001344086
GUAYACAN,2039,8,0.806451613
GUAYACAN,2039,9,1
GUAYACAN,2039,10,1.001344086
GUAYACAN,2039,11,1
GUAYACAN,2039,12,1.001344086
HIDRO_BONITO_MC1,2039,1,0.421146953
HIDRO_BONITO_MC1,2039,2,0.307539683
HIDRO_BONITO_MC1,2039,3,0.325567503
HIDRO_BONITO_MC1,2039,4,0.444444444
HIDRO_BONITO_MC1,2039,5,1.0020908
HIDRO_BONITO_MC1,2039,6,0.583333333
HIDRO_BONITO_MC1,2039,7,0.748207885
HIDRO_BONITO_MC1,2039,8,0.798984468
HIDRO_BONITO_MC1,2039,9,0.793209877
HIDRO_BONITO_MC1,2039,10,0.64516129
HIDRO_BONITO_MC1,2039,11,0.63117284
HIDRO_BONITO_MC1,2039,12,0.940860215
HIDRO_BONITO_MC2,2039,1,0.113407258
HIDRO_BONITO_MC2,2039,2,0.037202381
HIDRO_BONITO_MC2,2039,3,0.042002688
HIDRO_BONITO_MC2,2039,4,0.147569444
HIDRO_BONITO_MC2,2039,5,0.646841398
HIDRO_BONITO_MC2,2039,6,0.243055556
HIDRO_BONITO_MC2,2039,7,0.361223118
HIDRO_BONITO_MC2,2039,8,0.390625
HIDRO_BONITO_MC2,2039,9,0.381944444
HIDRO_BONITO_MC2,2039,10,0.277217742
HIDRO_BONITO_MC2,2039,11,0.277777778
HIDRO_BONITO_MC2,2039,12,0.298219086
HIDROPALMAR,2039,1,0.206782465
HIDROPALMAR,2039,2,0.130494505
HIDROPALMAR,2039,3,0.159222498
HIDROPALMAR,2039,4,0.355769231
HIDROPALMAR,2039,5,0.661703888
HIDROPALMAR,2039,6,0.707264957
HIDROPALMAR,2039,7,0.903639371
HIDROPALMAR,2039,8,0.669975186
HIDROPALMAR,2039,9,0.871794872
HIDROPALMAR,2039,10,0.539702233
HIDROPALMAR,2039,11,0.306623932
HIDROPALMAR,2039,12,1.00082713
HORNITOS_CH,2039,1,0.676441838
HORNITOS_CH,2039,2,0.590909091
HORNITOS_CH,2039,3,0.527614858
HORNITOS_CH,2039,4,0.312626263
HORNITOS_CH,2039,5,0.285923754
HORNITOS_CH,2039,6,0.309090909
HORNITOS_CH,2039,7,0.343597263
HORNITOS_CH,2039,8,0.269794721
HORNITOS_CH,2039,9,0.364393939
HORNITOS_CH,2039,10,0.556451613
HORNITOS_CH,2039,11,1
HORNITOS_CH,2039,12,1.000488759
ISLA,2039,1,0.777232352
ISLA,2039,2,1.000258799
ISLA,2039,3,0.944950912
ISLA,2039,4,0.392914654
ISLA,2039,5,1.000272713
ISLA,2039,6,1
ISLA,2039,7,0.806841203
ISLA,2039,8,0.602111579
ISLA,2039,9,0.721819646
ISLA,2039,10,0.973585788
ISLA,2039,11,1
ISLA,2039,12,1.000272713
ITATA,2039,1,0
ITATA,2039,2,0
ITATA,2039,3,0
ITATA,2039,4,0.116666667
ITATA,2039,5,0.455645161
ITATA,2039,6,0.916666667
ITATA,2039,7,0.953629032
ITATA,2039,8,0.919354839
ITATA,2039,9,0.9125
ITATA,2039,10,0.709677419
ITATA,2039,11,0.170833333
ITATA,2039,12,0.135752688
JUNCAL,2039,1,0.511592742
JUNCAL,2039,2,0.446428571
JUNCAL,2039,3,0.399025538
JUNCAL,2039,4,0.236545139
JUNCAL,2039,5,0.215893817
JUNCAL,2039,6,0.233506944
JUNCAL,2039,7,0.259576613
JUNCAL,2039,8,0.204133065
JUNCAL,2039,9,0.275173611
JUNCAL,2039,10,0.420866935
JUNCAL,2039,11,0.768229167
JUNCAL,2039,12,1.000504032
LA_ARENA,2039,1,0.922939068
LA_ARENA,2039,2,0.476190476
LA_ARENA,2039,3,0.748207885
LA_ARENA,2039,4,1
LA_ARENA,2039,5,1.003584229
LA_ARENA,2039,6,0.925925926
