future_id,lever_group_1,lever_group_2,lever_group_3,lever_group_4,lever_group_5,lever_group_6,lever_group_7,lever_group_8,lever_group_9,lever_group_10,lever_group_11,lever_group_12,lever_group_13,lever_group_14,lever_group_15,lever_group_16,lever_group_17,lever_group_18,lever_group_19,lever_group_20,lever_group_21
11,0.6814085103108125,0.9059489805429485,0.3781878358811628,0.3477334814910764,0.27676272069630425,0.45033205625675715,0.5930807045509455,0.30707368796771445,0.9127829738856754,0.2469016497635176,0.5247680032501041,0.32190219814210946,0.27610209768981253,0.11896959242294239,0.5747340435917742,0.48217275835606743,0.7040806530169886,0.1464042664450797,0.0035019092579649624,0.7244590586163382,0.6863534037363013
12,0.20716830304018796,0.6130724449391474,0.2159063194065447,0.32460846056163817,0.8786879328771067,0.5979604699628855,0.19225945566591374,0.8814716632172246,0.9555517577306218,0.7293431482531958,0.4625862928091351,0.43800891409727355,0.18281850254359908,0.8769931438576507,0.13091120096928527,0.602459780864729,0.44079574187986886,0.786344124135342,0.2657591540659686,0.7833239598995526,0.7212601561390778
13,0.7054840339464757,0.7770698063713047,0.9521942134814624,0.49428737661526195,0.22778977221077212,0.47462071436096553,0.4759092874356908,0.11267166939050603,0.757154486432651,0.8471543794699902,0.4410827394064451,0.45303071223246,0.9591409295227188,0.7633893366509632,0.256214158435075,0.03938650941058999,0.12461507944702202,0.9339311986207696,0.1780321144911648,0.0753822639232779,0.3635553598323155
14,0.9841758884406496,0.48009518412143265,0.5241904584950926,0.6891213160156254,0.7514139713872465,0.6806091545969906,0.3301102919350446,0.15763867897965145,0.31640504186873125,0.7915066068595182,0.7859326524017375,0.9379972058806667,0.028831437220960918,0.6391262688362991,0.17376798562820134,0.696180873838269,0.455228732056838,0.09846708873591298,0.43826030467210275,0.9421025877220734,0.9865726356303872
15,0.7187806123952073,0.8814104587234214,0.9673467627638062,0.9928254420029187,0.31520784934203216,0.931665550515,0.5245995512817289,0.48057840485164455,0.8201184197589966,0.4956843007869551,0.6600821949217276,0.8410531705948013,0.367837148101415,0.31690722715633846,0.34818015002040964,0.7734026837910692,0.25496882740424287,0.6997425454194272,0.21786099274759893,0.06486747939927201,0.7428744334465739
16,0.28199320771322645,0.4754479480093979,0.8879585716006193,0.5699346941097814,0.9344774725848629,0.4455496181483359,0.35433031259496284,0.5348969629799258,0.7260322608993085,0.8216380422700118,0.8566684263558588,0.3587895108630884,0.08323781404859396,0.7147484379058335,0.7181123806550569,0.19890603122673375,0.5241020992504761,0.07223214262632142,0.09627181756249,0.7516518259927064,0.5349252366847733
17,0.8877932185483964,0.2873872438783605,0.03538164550628545,0.3073409735072659,0.8437711163297733,0.24518861948894777,0.7895880322917017,0.49754596831523,0.2849782159752685,0.26988542799895765,0.3520064410286203,0.44396265821411135,0.5701874827746471,0.8645166043545921,0.09452601397723916,0.8617131692780621,0.352148354891477,0.025303982587966845,0.9287398666791448,0.10662149485945853,0.23090642791778349
18,0.22303894179008882,0.6562668377021305,0.06134861935179457,0.2748492410222574,0.6669750378199513,0.056709583573309026,0.3217790017941769,0.2787588864484391,0.9383216122446395,0.8711490191488589,0.9838336553368159,0.7824203515577656,0.4576612215838665,0.7052109080550284,0.8369039876684888,0.5815743186874093,0.32606322081525546,0.23371150283140385,0.37644820606248064,0.19836367440488117,0.6773505947377279
19,0.053327172933559173,0.5634763634088915,0.00829872354447503,0.35251796345339015,0.540863037825071,0.9482712673231942,0.4836245482885345,0.42879337988340377,0.17865548025566252,0.37717544394442076,0.14420684603018685,0.3052712912003668,0.0037757279418543822,0.8599624825713067,0.4332343683012067,0.5208860459626758,0.5767694955753383,0.4083084209337819,0.8550118207276417,0.3121995454378461,0.4026375762097149
20,0.5524680092914338,0.45888897312795957,0.48938234584365303,0.281106940273942,0.6763345481052346,0.10868668062734702,0.6419906275466206,0.6355220287597467,0.30929025832483825,0.0934649646686291,0.11959163331703923,0.22668530894656072,0.17493238837145422,0.3696079261223159,0.07338649677364717,0.9810851786984219,0.19985963765067846,0.7267156662258029,0.3073344418200107,0.831368730805302,0.4433627273705299
21,0.3718451314460277,0.4236304282529986,0.5995648240787046,0.5340214548545544,0.5147632622004966,0.23070831289582192,0.8750594999685269,0.06534675111108526,0.5355733231057378,0.5193956619382526,0.9668142081410434,0.5777028744700651,0.3474273620294176,0.5909260096365262,0.8857754089157628,0.898810132728792,0.5612235926149578,0.12666192289086292,0.32288182296898305,0.04729672290856337,0.0036095117781120532
22,0.6132180098421799,0.44658101883547857,0.9383360181160617,0.04531961910773487,0.7345362898836679,0.4356826226487301,0.10282554386553391,0.5618298525614925,0.24424540423300906,0.5665028101260563,0.7471855390902226,0.6321864214952904,0.7926317438942087,0.7785110836626,0.6960199112123797,0.11748562912790089,0.09853122863827815,0.993104203481486,0.5383127468747881,0.4870244152905483,0.8148396502394398
23,0.24072975738746316,0.3983907804429184,0.8783088446849029,0.21052962542942427,0.4069591378155581,0.08579842969372918,0.6992098861259363,0.8407977484399477,0.4328540554355749,0.8080823928957059,0.3739641833691214,0.18367561550135264,0.5813624197974993,0.7949667750672872,0.04253134146702094,0.8003069876980191,0.2834675701721817,0.0850245898561616,0.29397567073988723,0.11357780548238061,0.5722423896836969
24,0.04388329989664738,0.3659605171571803,0.4713839146044164,0.5444741102707509,0.1827324758234126,0.40989060251932996,0.37738829606206387,0.7685295944067149,0.79237899731674,0.6152619465993803,0.8370234965533558,0.6488039690359927,0.47112970209632915,0.8055655269417449,0.3097363908416846,0.7111640206013397,0.29359487195757805,0.8937185735945833,0.16368225722983584,0.5276229447193058,0.010482983370415606
25,0.18587633364046108,0.6624023414452201,0.4907976390550597,0.826055865661152,0.46922644240381417,0.8487842338780187,0.9912971534559287,0.20824233609263618,0.4955418437701242,0.48847288360250146,0.536898003807178,0.9444338132531718,0.6674942144040036,0.4804832451784784,0.44008846866814266,0.4703817831454006,0.6001720963892218,0.7904749822971676,0.6540564103418521,0.018423773141163974,0.08594159803692043
26,0.9134338611674725,0.6417699705365548,0.8312553714967849,0.953369546198633,0.07094509035581421,0.15899029008475346,0.4273178541067264,0.8967968530711834,0.47056594333852647,0.7473031422110393,0.6948614256464104,0.49150711573760364,0.6497698920978329,0.5834878162337273,0.9224063067358149,0.6307591715356258,0.7335914518625676,0.5659967560649656,0.417278911694226,0.6907311403780482,0.9446315505379551
27,0.07639928747412099,0.49952250158491474,0.7378210602306161,0.4476532518509298,0.6908999476183827,0.5853817553909689,0.025529745734508242,0.4578775824995844,0.9666822900726568,0.07991344012866405,0.04980967238845655,0.8565110467002527,0.9736344175969404,0.7524939558204409,0.7430580773173936,0.9170007912209203,0.4669666679638415,0.4864801827150573,0.2585632907615764,0.881165457875887,0.12157126114502417
28,0.6364121025643847,0.9280568911442141,0.12051301254149949,0.10727077710554198,0.05121604298905628,0.35226937048061185,0.9228168897731575,0.8752665601805887,0.6626317880531227,0.8915995239324427,0.5595888487883487,0.20315534680524677,0.6592565837647438,0.9287569920752646,0.2873207724201461,0.31530414666877843,0.8310386368012809,0.3393776071654316,0.1542975695793775,0.44595802476255414,0.020042930565216107
29,0.7495199361977719,0.0381205785560786,0.23864645327907374,0.33384947766201284,0.7745615546739475,0.422554113032884,0.587155036986134,0.41535631369083503,0.079084930877877,0.45617068959214363,0.6464897898896856,0.2750736886537435,0.7745635771268645,0.35303876237937043,0.5671771289836571,0.7381753342750544,0.3652824794442064,0.5227302667869949,0.33440224490097537,0.09450549955207783,0.5561208308216725
30,0.8155653577947976,0.3155094015098228,0.3611963603658715,0.9778871828306276,0.7843738807509435,0.5503722257825268,0.6824657732169985,0.6582126033070542,0.2383735214327681,0.7711097024685574,0.005849707955738534,0.7742569834986777,0.1343130496303462,0.9577825877112025,0.2071088682410801,0.9629176044951806,0.5831143415686584,0.7179272412810735,0.622863005657254,0.7199883088286387,0.777637458138643
31,0.14629346630106924,0.9509645497034717,0.561861848289787,0.18087793257015433,0.43221185747397983,0.11923019288375934,0.45844850664064224,0.21357462580866068,0.15740381152816035,0.6281169979607687,0.36503393955472246,0.28923880914796507,0.14354192269260244,0.5548866834688858,0.8170751000383101,0.7030650790551622,0.7742336677802691,0.8531576316116342,0.22792580599715656,0.824996889759935,0.8724585951194358
32,0.3952475723636083,0.10146785304151523,0.4000391622312212,0.9460334939875363,0.17351359142318085,0.7169801937297102,0.3990932180270687,0.23718087633376847,0.045219623880786236,0.7887755699831259,0.9906950426525171,0.6627375091210868,0.9818833114391056,0.09098915556659296,0.4831499382655365,0.13528883267947045,0.30206005321382967,0.39112050291229333,0.6103131845090068,0.9317693424748426,0.29939572685222693
33,0.23880653803286428,0.38346648548110795,0.8289919927761007,0.9695157031425017,0.8685951295093837,0.16068506208653419,0.49772814467075904,0.5839300980190388,0.7681731149284144,0.4193865437228104,0.06313066184911872,0.10373320897330733,0.32832365370370853,0.895762457741935,0.586538000177897,0.1638220139295035,0.482375850634109,0.16163480294429078,0.8008028861544442,0.6551468219243531,0.6050269249450235
34,0.788484630785058,0.14759538393010105,0.31796050588273794,0.03582906982038546,0.7485856952500304,0.13357591142978079,0.6757402444929526,0.4099171430353204,0.6047466519436212,0.8532058661795399,0.16203175596298922,0.1558420747360863,0.014946470414551181,0.33691941070837433,0.5218556188948177,0.22721478130823505,0.5525773455895355,0.4390716414059622,0.4563028647896416,0.42723837092361056,0.5647029892024218
35,0.9506765541155746,0.539799068321962,0.5111845937846098,0.9138411525710226,0.4907733984229597,0.81556802909023,0.8213101801945023,0.5987119753968158,0.5132399222280186,0.210129283128007,0.8784584973738393,0.13920824922249858,0.8152592762239596,0.47337655003555484,0.32898513152267583,0.36046664209036344,0.13847898823442858,0.6144227083416836,0.9907797798156315,0.9969858764043088,0.7303181922942894
36,0.8967891920978068,0.9615328289541507,0.9045667953517427,0.6090184566578037,0.2677890788055614,0.8925702863831281,0.24899052560807045,0.43083582321674807,0.5931316649676073,0.5518500068437535,0.2121087265708733,0.7595348454319019,0.6906556485136033,0.5347538910711095,0.861949187845759,0.5018345063111448,0.9728153266111466,0.7675484855475742,0.6923841310497826,0.6313618313728135,0.26752619451475573
37,0.9382761161665287,0.6008194770948767,0.7532365197847828,0.661370549015347,0.015921432351601122,0.18332855298725054,0.7978114674917913,0.1654470295839744,0.8397748666423864,0.8159809731146115,0.3389105560330327,0.7041821834353873,0.9419385524238676,0.3863166043822519,0.37873571481768376,0.543783144699599,0.5144259944342922,0.29573499536328457,0.5636362965109005,0.539848177494766,0.8090578789538568
38,0.5309038026340279,0.18744530573644028,0.07688821698893386,0.9091604223877262,0.5047885174108195,0.3327468405487611,0.6244031536918369,0.3792797605310215,0.2635639384272439,0.9458861111287926,0.4798814129264584,0.8349627400065945,0.8674656262723485,0.07055582421831016,0.059885420606570275,0.3261275231515343,0.044765641957418646,0.10616389539527735,0.7444082045703316,0.059790339210836346,0.9320484901619654
39,0.6662251216396123,0.7237838199304567,0.1117962989944124,0.19196269534883098,0.9040266878667348,0.3102944665370096,0.5419041864877495,0.820088410666318,0.0019584404326783425,0.5331158982305013,0.9028353614682104,0.7374062530520487,0.7073820901500468,0.3921587370006008,0.14168027349537013,0.4571446538014601,0.8848807838464371,0.44521069830398063,0.8421436752152016,0.9208870626677952,0.5889337108408353
40,0.42022260558567165,0.17777999020742785,0.9988912756336539,0.43228242428811,0.3461434179195387,0.5480076039364337,0.6198504989110348,0.1416903858093509,0.1264472092819826,0.42877731156031984,0.8627711600271593,0.8077207116139001,0.2112488911767149,0.5266620875924869,0.734514878517503,0.7463439339485967,0.6325845605974051,0.9238155285114248,0.5487079079503272,0.568814320829487,0.7517811949831199
41,0.11951502318980577,0.22102565628324408,0.30743673770942254,0.6206053278146475,0.7611370367306705,0.06174809133126138,0.11648002777302031,0.46666951399821827,0.639043196192845,0.9032362417118446,0.7150065373996946,0.593021444530834,0.4804848846690075,0.5107559626820295,0.8294073825983882,0.10639817332827184,0.6479685771587566,0.25055603598365195,0.7012651553851277,0.54125657150234,0.8869170392544875
42,0.21636101293003937,0.4155644133711663,0.41932007504907864,0.6464357153443431,0.717509741868916,0.5691671381182691,0.8172163591059721,0.7528859234343873,0.6189089356158697,0.4083092691432059,0.3233403441340301,0.6898034092764787,0.6117626646190926,0.829349292559478,0.6310071549188928,0.15197812006108832,0.9558741224833073,0.6579154762156937,0.46356241880022425,0.23252619366214364,0.8562974661105394
43,0.38665305713366166,0.9977503276202575,0.9494511260813613,0.5857766745370079,0.9519835656305344,0.7631158841451218,0.3438074461012909,0.8133610641556339,0.7703338290981278,0.03367179619446029,0.890883634865348,0.40713675511572167,0.10966849581706038,0.4475519610507117,0.029849425607974288,0.8700196846937321,0.4069354444955682,0.8837541423985062,0.715938409475503,0.2614873626240186,0.07395668225292118
44,0.16314403244927358,0.7460238594893455,0.6662110284200312,0.22949342678606693,0.4750901203920787,0.7851577605764395,0.9083253105082469,0.048437587920700936,0.29329672443033916,0.30889995995503244,0.6727970438636848,0.11319183322732257,0.9313842249836721,0.8813521789344185,0.8799693514668518,0.6561337576025468,0.7675914637958978,0.8279838397285227,0.8967207066736611,0.20672786598180878,0.33122284429686083
45,0.3296915306804634,0.005258371996128617,0.38061676097713415,0.692428632639663,0.10308524254593929,0.3854591139608282,0.07549965646038263,0.19367579848920377,0.3444759614584474,0.9678675466429454,0.5631759827904105,0.3802246759297219,0.7803778784013636,0.010890089556249873,0.4785180494739603,0.591537117995481,0.9621945551268125,0.24407682309449838,0.39527623914962284,0.3957174914380221,0.9795704873326966
46,0.6547116902718113,0.2063703002991561,0.8451351468799816,0.8845424800580183,0.8146892540577013,0.17057132242705847,0.0328832617382037,0.3501079689703697,0.5712353374366869,0.2817958980894279,0.6834669141112123,0.4232496530730934,0.0429520486919686,0.5634516217924087,0.49693913754450847,0.3790444696827114,0.3461312425973327,0.360337339292742,0.3462547143146871,0.6012876217878099,0.6504163431789648
47,0.6253467259711974,0.5712819742861076,0.18625556470844037,0.02272766427305105,0.08540870703240325,0.12181237722798546,0.12396739124000411,0.17833232741144472,0.14490550331142554,0.9805844082921608,0.03873588206542179,0.08604078216000692,0.9219498866490904,0.6866861538685249,0.4031097007964943,0.999323767842311,0.22567863263382998,0.3783399638559852,0.9384737251229622,0.21208774196152566,0.050720895109563846
48,0.319028716488032,0.21853141600642068,0.5514373704557061,0.552328159390489,0.9702481939565923,0.8063398362120453,0.31442628329887407,0.33496403811905384,0.7199131143586823,0.16119679665625178,0.3865222965868136,0.1763729910696384,0.8500496404128706,0.6971881338299238,0.7763281460707162,0.8155073512900165,0.4217480473582688,0.734183108188884,0.7211396107302008,0.0010768527017023454,0.8266731816305277
49,0.823484993905231,0.46517150323877626,0.0854562504768396,0.4160462300559923,0.06523662043216784,0.6592514797279291,0.6548013852441915,0.2229416464156914,0.3278460211249794,0.23536679796976184,0.7224959457339988,0.5810574933643956,0.6826398120642387,0.7257333476361476,0.1631401337983986,0.6254949772582307,0.9241681207736901,0.51522622115463,0.10840765855952245,0.6429999914780361,0.9653740217424694
50,0.9784889172508359,0.7993521758925056,0.6282927976162277,0.7151583909210207,0.8968843147117366,0.7530891625320378,0.7357927876449162,0.3127913716619698,0.44793313544883495,0.8319490068801897,0.012443742343869807,0.4727079045904411,0.5244405117133069,0.9915137949185902,0.19923758245191478,0.9387689353989614,0.05706293310340592,0.7573055725184609,0.915043943763209,0.6878475366321188,0.9539128428590061
51,0.44445994067782524,0.6391604680093549,0.6570190443967671,0.78052698632095,0.1987490876665047,0.07598006908338656,0.722286405205968,0.9175749821221061,0.7374578659987447,0.7051245190526786,0.43880212490390763,0.92290640140122,0.3951038290896617,0.8194863555078246,0.7973980019114628,0.8411593047014193,0.20835186074384562,0.011275885561126905,0.7560557423345026,0.972125817526488,0.3514264479769757
52,0.12396940541205444,0.8905179862754893,0.26240121865129207,0.06798599835260503,0.5208301106485844,0.2917451657391411,0.2738863622838038,0.5761233667753376,0.18084930859979298,0.14038935458753043,0.8136948816153159,0.6553864682800534,0.8806911656437637,0.1577333438103532,0.21158827135394445,0.7503178115468889,0.9184760679909677,0.11317750570642317,0.13219736240633737,0.8523737551776841,0.06670294438120752
53,0.2991705364281527,0.33724673427092655,0.018774454337436824,0.40873608550570206,0.8232026998503894,0.6696050590923488,0.1734854475203517,0.24084253305477699,0.5082822716477585,0.32889474277893177,0.7500144310052413,0.7409434864192246,0.8089775453342414,0.08322599414824282,0.9556835149613512,0.24461127282476913,0.036517043655314364,0.27295748524797897,0.3148451180100191,0.8907849845187609,0.24203836475421422
54,0.13856677312307858,0.8194666701090026,0.10518697552289206,0.8721505857342446,0.15402273747642592,0.871796577018574,0.047921602419761754,0.8046309663941078,0.05241453154937649,0.04330047256197929,0.022923016294597004,0.04072546037625766,0.4181283187405593,0.6510996595434423,0.6681598240817054,0.9279077204116672,0.1744420483363401,0.21735529723751798,0.7997179042193424,0.4756476123790568,0.5455931856548957
55,0.3355456447991104,0.1674113538647989,0.22762071976529724,0.08542783987433665,0.6854553224134615,0.009598469782461167,0.15913387059065645,0.6067080874775835,0.5624285301389328,0.5483895075551327,0.0810648199491925,0.6140268910560688,0.16017602650644333,0.5405839445238542,0.10238652252749467,0.38752042836974493,0.6586264984646211,0.49818821887127485,0.6073155857511975,0.9558167957381597,0.21145656999790868
56,0.6746228310481222,0.7051625541579786,0.049007357766254825,0.002971575413110994,0.7903185650938501,0.6156409886619117,0.8884187728248064,0.02529425233562839,0.899011800016747,0.20304441602994966,0.823319870794507,0.1488730348402153,0.5044067767626327,0.492372722425351,0.08987721672532518,0.5386597047388879,0.1654605503784373,0.05895238181995033,0.9622853654185318,0.3356670614083278,0.09343879684846369
57,0.030084107775398695,0.5848637535799842,0.44308875842968104,0.9277688297056896,0.645166524592964,0.9640998540236403,0.8492260481972767,0.030391176090213527,0.7037040472796083,0.6432421933513326,0.2301718432076798,0.03894794360860148,0.19362596808975477,0.6462679955235404,0.223717795579337,0.3300107209688597,0.9078544268227424,0.1782352304324574,0.20504419147673522,0.6257222497550201,0.27977123336458276
58,0.7356686727356309,0.3721436957710867,0.4556092105983811,0.7766372728011569,0.9164532110210125,0.9200250508172227,0.4320337023891751,0.73842904098414,0.19449889549146204,0.36910207585057253,0.6504897230823222,0.6050855477441502,0.30180511870606047,0.9137018389121798,0.9824921969319764,0.6408402978465128,0.026828217521426327,0.15341590693131718,0.5225396448760378,0.6176521522273674,0.8359434955983335
59,0.9935371775832169,0.7517742206915734,0.2763916160352325,0.2450824383771128,0.33828631225339717,0.7470111957635663,0.1341060583773424,0.447780109934895,0.3548989684425112,0.29998485943763953,0.22747550960157695,0.07708600254597342,0.24982822475308522,0.10386877455595402,0.9417669902556421,0.08688049615464272,0.11363369241284804,0.1390687241138169,0.7730210913051068,0.6750573156972832,0.11017291074384392
60,0.8667683746403234,0.6779183938442178,0.7748053878163615,0.7368534579344145,0.6347161110300549,0.6313029179619399,0.23348116166041388,0.5215527503051328,0.27618311605975376,0.18479254098430606,0.5839953232989932,0.5522864841247922,0.62000883128237,0.4571259688099114,0.016221521597528973,0.34141993824829026,0.7234746795009934,0.20082561570260654,0.5578980987307652,0.7433998212503091,0.9026878289096524
61,0.9287912718628938,0.19092434130147717,0.025960919232740052,0.7928115970188271,0.3212719469884263,0.41695095946613164,0.017212884113604048,0.007912481745736739,0.7432884951783708,0.4340227255158449,0.9752546599736467,0.3390882720109386,0.7468500104599437,0.2754361729911219,0.33868640968308245,0.8399352245491041,0.6937847253397263,0.4137638879483555,0.6744631277756227,0.25602334635826784,0.6330100851865992
62,0.6946781552020748,0.9793304924221544,0.2018665710208893,0.07884895756042422,0.4181637958456509,0.2632055889449458,0.9730657026123826,0.6668638869392458,0.5803232637571641,0.35334152795257695,0.24340393560468623,0.5684574355007893,0.8497960678033102,0.0565461395108197,0.9733377277068254,0.6629956065730862,0.7165935262064071,0.004889093464926363,0.8180330774627688,0.8652066883157364,0.22211718262292965
63,0.7965277745075907,0.059906509298630055,0.28737908636865916,0.8370159910309934,0.12347502632693269,0.5053427274276936,0.21324839630314762,0.7749556700110498,0.39717767209918314,0.6537175645302522,0.8848138146395166,0.9847271403293739,0.8970385434445162,0.147762175294323,0.8954828978461645,0.30969557725612884,0.850019073605375,0.3840331145735487,0.36491237520352215,0.5987436608401042,0.695967487667471
64,0.5954177847519847,0.864553747766781,0.34339695174759793,0.8933832071169316,0.8885179974807357,0.3221076835707023,0.9367275003776218,0.28112726555189366,0.02341463639539025,0.7653525301445632,0.48368132098948463,0.19885879915450128,0.4072720712742479,0.3025083339246397,0.24883338423973017,0.40758701626321464,0.6278074911383534,0.9476884811732231,0.1436604306314826,0.4972063545974375,0.9121195436410637
65,0.09819361631584966,0.7806664091406006,0.3257731057345547,0.5295262836563607,0.2083342384634374,0.3729832486255522,0.0028490728637953723,0.7894981765597061,0.48609215887969215,0.5230870168375136,0.5415575485524411,0.5264260155110755,0.06394904805904611,0.9433384887131725,0.6440099068020947,0.1241816462614742,0.24129091357762433,0.22458483657846157,0.06877455581098474,0.5556258448519922,0.48713514603576547
66,0.2712208580990785,0.859483737881627,0.4359347021101038,0.42145424392229636,0.9825615344152189,0.48827895870561366,0.7607952048085925,0.5136632964482373,0.9062272695577411,0.08231094869655582,0.6378912720015899,0.9740572610008207,0.9023990908993721,0.06933469896013528,0.8454193846851633,0.4998433292507938,0.687261814058924,0.3509165139130694,0.3870465198769756,0.40044915231604933,0.4715393149568156
67,0.4395375718177052,0.8204335033507392,0.33940266916331485,0.47694683574972313,0.5835348737669052,0.9955490357672252,0.30230999735355674,0.36110373425979037,0.20730771830864547,0.06734199659339787,0.05451927383891911,0.4687284831209423,0.5536913403619573,0.13866690812507182,0.7506261758818513,0.5544581157417054,0.4778158627287273,0.8469653678843265,0.23505745314398133,0.8047336781545755,0.5022005664096707
68,0.17651376797578322,0.2454094855154439,0.14906208218767059,0.3677841124258082,0.5953435737630228,0.5702853444245047,0.869901953118084,0.12829574710648772,0.9853718377897097,0.5724262407896146,0.2708617414357234,0.8870997403047716,0.4388529590292121,0.0021799280506719855,0.603636950290802,0.4269268032445506,0.3891813214612787,0.8076618915498323,0.5131229729322874,0.8177176069370509,0.17344677337933911
69,0.266574333252213,0.43642810973632895,0.721789651898365,0.05580445305219537,0.29721586157304536,0.28735674345329415,0.4059370827769341,0.6457063449165091,0.7899890753725957,0.6998268266646696,0.9124455268276854,0.7620469146356604,0.7146072159668397,0.22771065765706944,0.4574900580851905,0.027997612680596865,0.9995943368755965,0.06666197496190583,0.7891560983738097,0.137826598081507,0.41716771396913027
70,0.9031614496746038,0.5173822215177059,0.355483674416685,0.5089467978153458,0.36851931088129186,0.4603085063682409,0.2221046684691681,0.017373717442626984,0.4187888505658315,0.15731371683984505,0.4521809903122918,0.8999729744310556,0.35380863050373546,0.9069728302746272,0.6714402908750174,0.05760808015902893,0.000707170491283895,0.044101010702680465,0.737754904099294,0.4641308644624052,0.9969727278658452
71,0.41565770483967945,0.625700354886196,0.2977114407399483,0.14253380632108453,0.7285245245650025,0.1416597075515863,0.5608366728327339,0.5456635060973197,0.9946413562220884,0.46040141951135094,0.20140330623938432,0.6216436333937053,0.11908335272165382,0.8322572736853765,0.18188742876057998,0.6713933991241741,0.7992810600564104,0.6884470426635912,0.010920926852411176,0.326426180595191,0.28036599303851434
72,0.30916313405487544,0.3086795762018892,0.15168058395332593,0.7099970102281328,0.11544712135216963,0.4964480796997812,0.5774558764966371,0.32333757532940655,0.3644123163688952,0.9345655632143276,0.10331586487288003,0.512805408943113,0.2538321939438862,0.6040847506589668,0.5992450715861466,0.854826800838934,0.3142849416380348,0.8136515571049682,0.7630488556940355,0.3489519128507796,0.9214615554588477
